ID		X		Y		Z		Energy
0		4.546846	0.237486	2.599505	165040073.148338
1		3.833757	4.069521	0.059327	270599.692226
2		1.697806	1.954516	4.165569	581199.450415
3		1.393422	1.158184	0.569632	166468006.130545
4		1.366657	0.481872	3.835959	8855326.398615
5		1.192439	2.832082	4.409270	11304127.818358
6		0.725665	3.050690	0.939646	2981718.762454
7		4.414906	1.384703	3.276074	672136.721507
8		3.367423	0.615704	0.201617	39633044.242261
9		2.626262	1.829671	3.883711	133604.851822
10		1.379049	1.376517	4.121196	16157128.070621
11		3.978555	0.210273	3.190718	10597242.334397
12		4.037882	1.908080	0.145234	43728798.857493
13		3.203451	3.301501	1.303418	224037.186311
14		3.773083	4.668158	1.785290	114542610.507199
15		2.609042	0.860597	4.617372	3288968.299307
16		2.018312	1.586261	2.668062	9915.497953
17		2.957958	1.001168	4.052765	331826500.559341
18		1.234032	4.368590	4.668469	18004985765923.984375
19		1.435650	1.994852	1.498140	679378503.503121
20		0.319360	3.373902	2.874656	59236881.071419
21		4.440557	2.352456	3.084930	183536.000583
22		2.631274	1.390338	4.993009	278304.641086
23		2.776508	4.593789	3.294511	134179569.231464
24		4.079926	3.366872	2.962669	5770.033680
25		0.865216	0.975914	3.823265	6634.141471
26		0.482588	2.994227	0.409527	111814.095227
27		3.150650	0.952185	1.410694	283655150.682290
28		2.203415	2.186217	0.779285	1636644.284908
29		1.871884	3.621867	2.774137	5564464.561613
30		3.370024	3.941227	1.148039	20595116.026628
31		1.244680	3.381784	3.500495	51876.192543
32		4.329610	1.013058	4.890833	3042389.936020
33		4.322619	3.789566	4.484622	512812.047237
34		2.617130	2.869492	2.851495	11129889.949546
35		0.579798	3.734708	3.827409	1480.331411
36		4.403064	4.217296	1.821636	11922454.453467
37		4.812590	2.367947	2.773820	30074.397192
38		1.223285	4.571362	4.960038	1193086.075818
39		2.002569	1.443246	3.581905	72276.114806
40		4.776706	4.813270	2.523132	119101.785818
41		0.924745	1.057951	0.904916	76977193.973741
42		4.425239	0.387560	1.917974	48868.071513
43		4.316072	4.710180	0.707540	6548521540.154152
44		3.800695	2.327310	3.577032	6115.886555
45		1.652189	2.907108	2.311740	10707642.537376
46		0.479598	2.310171	1.529037	78680.668973
47		2.301234	2.122762	3.896983	91573.742885
48		0.075054	3.346046	3.468345	8274.455926
49		0.035092	0.348615	4.911592	150036599.938796
50		3.616996	0.125321	4.724862	49429709.946707
51		1.140128	1.050066	0.782813	38544834399.924591
52		2.045044	0.475305	1.170373	15963546.821816
53		3.963018	4.791378	0.880553	3298519.549818
54		4.670558	3.592072	3.207862	1736665888.392131
55		3.247590	0.244261	1.114970	109371.317677
56		0.559330	0.723859	3.425142	5566.408152
57		2.088367	3.025093	0.547903	17606.016388
58		0.985350	3.100147	3.893949	39871.392565
59		4.453695	3.135239	4.242565	674916396.478414
60		4.365287	1.752235	4.367886	3566130.358272
61		4.090149	2.892363	0.417952	175079.999538
62		4.872961	4.937407	0.893257	22765837.474312
63		1.043335	3.900425	0.684635	6576.718253
64		1.923887	3.570983	4.276708	66499542.082390
65		0.131750	1.818572	4.520969	29781333.495637
66		1.246720	2.377902	0.244829	75307.668464
67		4.671862	4.466269	3.269922	3004.850179
68		0.219765	0.451619	1.370069	5754.333809
69		4.113714	4.905314	4.505308	305899.134689
70		3.356279	4.270601	1.257543	1392585.308587
71		2.724165	3.360750	4.149907	173133832.986863
72		3.142117	3.233711	4.087314	36340939.772570
73		4.035375	4.277046	2.987739	3628.594991
74		4.720010	1.200933	1.558721	229090.402310
75		3.996717	1.332683	3.377294	642105.751560
76		3.517686	2.579402	0.755196	11165.795344
77		3.762515	2.251264	0.221465	276297.417350
78		2.032437	2.471029	0.673084	296378225.225367
79		3.402505	1.584743	0.578398	1338705.378838
80		2.907813	4.941022	4.848999	950854667.519446
81		4.165356	2.665187	3.209748	1438697701238.084473
82		3.315263	0.807304	1.443459	283338306.784730
83		2.402577	4.842678	0.720505	113565490497.364380
84		0.390316	4.562688	1.921438	92095569.568438
85		1.949037	3.559405	3.254120	67964.716139
86		0.326331	2.077092	0.833523	9680.201340
87		1.081527	0.839606	3.084787	19414.296232
88		1.302993	2.872043	0.555816	3311643965.348240
89		1.976077	1.274548	2.140558	34551955.188681
90		2.554475	4.182362	2.081580	953489320932.354492
91		2.403474	3.347718	4.746767	2821.114079
92		0.613222	1.662981	0.554070	233014614044815.656250
93		2.056681	4.065557	0.396748	1408.971484
94		2.777186	4.455873	4.959436	1479776.164162
95		4.698624	1.404910	3.518841	565947.564799
96		2.952745	1.731241	0.595933	180751654.772998
97		3.786268	2.812768	1.435539	143523.610640
98		1.871055	4.115761	4.307582	17580378.632697
99		2.426870	1.091837	0.582131	3188237.920249
100		4.567429	3.646312	4.764492	695650.031358
101		1.649009	1.049786	3.112210	30325514322.754650
102		1.395775	1.663008	4.775191	1784804.429829
103		1.949846	3.719689	3.840748	54163.962165
104		2.346594	1.496875	3.296621	168369.136109
105		2.306030	1.195500	4.701531	92668.405530
106		0.824871	4.148244	1.432772	1544262.965072
107		1.420804	2.934512	4.245540	58956087.712184
108		2.856343	4.805567	3.361300	134252345.295533
109		2.163926	2.232437	4.453138	81727.859011
110		2.746056	1.799866	3.099450	993062.897281
111		2.510549	3.448874	4.149235	172521916.861083
112		0.622759	4.844650	0.812243	617268083556.954468
113		0.397950	1.794495	4.531932	30070764.141643
114		4.238698	4.141089	1.028807	12161.603978
115		2.535319	1.447119	2.224307	1790207.901038
116		2.236850	2.271991	1.372551	83152.963053
117		3.669622	3.692795	4.307063	3349.164515
118		2.915162	1.549138	4.112630	479369.474383
119		1.276462	3.713064	1.345067	53379.447316
120		0.729600	1.459120	3.144932	227138985.152503
121		3.829050	3.969669	1.593807	97781.901801
122		2.978285	4.592428	1.438456	650683.577892
123		3.790528	4.990378	3.232951	11536473.421901
124		3.322459	4.229076	2.374040	94909.712632
125		4.351266	1.764395	3.821159	27776.714844
126		1.575573	4.001246	1.093150	19268609.127991
127		2.948124	2.670868	4.785945	24709144.257874
128		2.255188	0.586030	1.335083	17648678.342373
129		1.367818	1.862493	0.048147	2058806.231051
130		2.712884	2.592092	1.507268	41707.797575
131		0.857817	1.421142	0.476937	2764566.094026
132		2.451623	4.399427	0.069365	2697561.293739
133		3.890079	3.189954	0.059742	23094.395197
134		2.123031	1.512414	4.288818	71512.588778
135		4.497071	0.863680	1.053213	5288.827721
136		3.318230	2.439253	0.054459	29794.007883
137		4.411380	0.387378	2.725327	124146939.157883
138		4.197325	2.642566	3.311357	1438697707938.955078
139		0.532409	4.010383	0.173850	1190417.819138
140		0.580556	1.723268	2.765942	1213798.143711
141		2.087823	2.581084	4.187084	14744697.573972
142		2.564760	0.032708	3.586511	217758.418170
143		2.634125	3.922787	1.776465	940076.519737
144		2.693867	1.045818	3.288879	4159127.664291
145		1.982685	0.542889	4.152559	2758.240649
146		3.035898	3.861119	1.591812	72014.014085
147		3.090357	3.272500	1.979190	1781.578937
148		0.815685	2.469825	4.621755	82049.307461
149		4.127042	3.002233	3.632139	29076.882177
150		4.300892	3.582789	0.355406	114860.560458
151		2.066834	0.670613	2.936491	14821.563898
152		1.253918	3.235373	2.969199	44969.917100
153		4.840429	0.869497	1.891986	333334.416190
154		1.616894	3.563364	2.937804	5427004.424565
155		4.905773	0.546049	3.480692	677355.769531
156		4.058331	3.581947	2.341812	2672.585560
157		0.650143	1.672305	0.614311	233007436419182.750000
158		2.629333	2.487989	3.084136	21089057.680090
159		2.251088	1.615031	1.086370	8351743.913349
160		0.883227	0.915923	4.669159	7649085971.597950
161		1.238633	2.982756	0.339771	4751839029.276536
162		4.175124	4.236674	3.575144	84631880.022077
163		2.144322	4.077103	4.444641	14899792887.813967
164		4.036308	0.693997	3.008005	7296117.586398
165		1.974112	0.599770	3.554054	2187543.728341
166		0.454804	4.658101	2.136001	94948624.012967
167		2.796616	0.308244	3.808305	131360.555249
168		3.410927	2.937577	1.296295	497813.675149
169		1.495063	0.188665	2.911326	195629.405629
170		2.581432	1.071892	3.827248	168874.479775
171		2.250591	2.310525	1.810005	93025.243937
172		2.590362	1.485649	1.046679	11463600.971003
173		1.165506	3.629971	0.123783	37959.542054
174		0.610147	2.666280	0.817780	246607.514301
175		3.618151	4.640391	1.417550	269299.848808
176		2.172205	0.095195	1.075651	409626843733.057129
177		4.308206	2.891811	1.383895	9268.373598
178		3.116511	1.302738	4.321472	587245.617560
179		4.412806	2.797801	4.510137	249202874.719553
180		2.324132	0.379233	0.582030	2813240.225705
181		1.151380	2.629824	2.892555	518351.358233
182		2.961385	0.220187	4.378204	75054846.192680
183		4.008064	1.385693	3.008175	631183.008640
184		4.131847	1.995839	0.674455	179718.645898
185		4.949627	0.613991	0.314846	298615726.338343
186		1.367176	2.786196	0.410041	3333207473.833585
187		2.442827	2.094402	3.301852	295052329418.537231
188		3.826722	0.210913	4.604590	49481132.482722
189		3.148195	4.623719	2.402391	114362.750776
190		2.658332	1.947851	2.781625	13221070.120383
191		3.240362	3.099231	0.411449	9197.956711
192		1.132916	1.060615	0.631636	664740353146593920.000000
193		0.511120	0.068680	2.017328	106303.721629
194		3.519295	4.200526	4.013168	5015447004.827887
195		4.193750	4.150153	4.627159	224751.922855
196		4.508596	0.517329	2.413355	6166501.298241
197		4.918637	2.960157	4.507757	29304.760872
198		3.220489	1.786879	4.718670	1700.184403
199		2.825080	4.935074	4.342389	144648031.491996
200		0.227471	2.593405	1.290240	64152.049548
201		3.009096	0.833767	4.389470	4224927.418223
202		3.420545	1.966683	0.450086	1449119.341793
203		4.052180	2.477803	0.518765	202523.369739
204		1.069509	0.997098	4.719291	574308336.706564
205		0.082677	0.190848	3.869444	350794.628390
206		4.709836	4.699444	4.386774	5318.548479
207		2.123190	4.618081	2.346930	10991511.125964
208		1.630947	2.838570	4.133809	50655789.244423
209		1.349617	0.663650	4.068883	8862968.239234
210		0.692005	0.891121	1.662288	131680.701587
211		1.982245	3.900217	2.496055	186640.535691
212		1.371715	2.320762	4.462739	65467.353573
213		1.821801	1.372942	1.940542	25549549.962178
214		2.340566	2.442451	2.937640	4302853.100661
215		2.059858	2.525128	3.128488	1213274.511935
216		0.929302	2.234963	2.827932	56148.070120
